level,parent_2d_code,parent_2d_label,code,label,jobs_2023,salary_mean_annual_gross_2018,contracts_2025,demandants_2025,unemployed_2025,ai_exposure,ai_confidence,source_url
4d,37,"Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",3712,Detectives privados,,,58,118,73,4,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3712-Detectives-privados~.html
4d,37,"Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",3713,Profesionales de apoyo al trabajo y a la educación social,,,46056,9468,4130,3,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3713-Profesionales-de-apoyo-al-trabajo-y-a-la-educaci-n-social~.html
4d,37,"Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",3714,Promotores de igualdad de oportunidades entre mujeres y hombres,,,1170,128,47,3,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3714-Promotores-de-igualdad-de-oportunidades-entre-mujeres-y-hombres~.html
4d,37,"Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",3715,Animadores comunitarios,,,28626,6618,3111,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3715-Animadores-comunitarios~.html
4d,37,"Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",3716,Auxiliares laicos de las religiones,,,357,16,8,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3716-Auxiliares-laicos-de-las-religiones~.html
4d,37,"Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",3721,Atletas y deportistas,,,13984,1554,736,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3721-Atletas-y-deportistas~.html
4d,37,"Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",3722,Entrenadores y árbitros de actividades deportivas,,,15735,3924,1838,3,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3722-Entrenadores-y--rbitros-de-actividades-deportivas~.html
4d,37,"Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",3723,Instructores de actividades deportivas,,,56799,14723,6692,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3723-Instructores-de-actividades-deportivas~.html
4d,37,"Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",3724,Monitores de actividades recreativas y de entretenimiento,,,306970,24482,10007,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3724-Monitores-de-actividades-recreativas-y-de-entretenimiento~.html
4d,37,"Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",3731,Fotógrafos,,,4995,4507,2871,6,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3731-Fot-grafos~.html
4d,37,"Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",3732,Diseñadores y decoradores de interior,,,3535,6744,4476,5,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3732-Dise-adores-y-decoradores-de-interior~.html
4d,37,"Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",3733,"Técnicos en galerías de arte, museos y bibliotecas",,,1296,4615,2657,5,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3733-T-cnicos-en-galer-as-de-arte--museos-y-bibliotecas~.html
4d,37,"Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",3734,Chefs,,,5546,2024,671,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3734-Chefs~.html
4d,37,"Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",3739,Otros técnicos y profesionales de apoyo de actividades culturales y artísticas,,,153302,1233,856,3,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3739-Otros-t-cnicos-y-profesionales-de-apoyo-de-actividades-culturales-y-art-sticas~.html
4d,38,Técnicos de las tecnologías de la información y las comunicaciones (TIC),3811,Técnicos en operaciones de sistemas informáticos,,,21700,1908,1292,8,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3811-T-cnicos-en-operaciones-de-sistemas-inform-ticos~.html
4d,38,Técnicos de las tecnologías de la información y las comunicaciones (TIC),3812,Técnicos en asistencia al usuario de tecnologías de la información,,,7644,13467,8534,7,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3812-T-cnicos-en-asistencia-al-usuario-de-tecnolog-as-de-la-informaci-n~.html
4d,38,Técnicos de las tecnologías de la información y las comunicaciones (TIC),3813,Técnicos en redes,,,2993,864,601,7,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3813-T-cnicos-en-redes~.html
4d,38,Técnicos de las tecnologías de la información y las comunicaciones (TIC),3814,Técnicos de la web,,,1762,513,367,8,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3814-T-cnicos-de-la-web~.html
4d,38,Técnicos de las tecnologías de la información y las comunicaciones (TIC),3820,Programadores informáticos,,,27126,9735,6986,9,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3820-Programadores-inform-ticos~.html
4d,38,Técnicos de las tecnologías de la información y las comunicaciones (TIC),3831,Técnicos de grabación audiovisual,,,115547,11385,7123,6,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3831-T-cnicos-de-grabaci-n-audiovisual~.html
4d,38,Técnicos de las tecnologías de la información y las comunicaciones (TIC),3832,Técnicos de radiodifusión,,,1696,361,216,6,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3832-T-cnicos-de-radiodifusi-n~.html
4d,38,Técnicos de las tecnologías de la información y las comunicaciones (TIC),3833,Técnicos de ingeniería de las telecomunicaciones,,,2911,3750,2470,5,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_3833-T-cnicos-de-ingenier-a-de-las-telecomunicaciones~.html
4d,41,"Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte",4111,Empleados de contabilidad,,,18678,10305,6207,9,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4111-Empleados-de-contabilidad~.html
4d,41,"Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte",4112,Empleados de control de personal y nóminas,,,6237,2384,1383,9,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4112-Empleados-de-control-de-personal-y-n-minas~.html
4d,41,"Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte",4113,"Empleados de oficina de servicios estadísticos, financieros y bancarios",,,24216,9663,4343,9,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4113-Empleados-de-oficina-de-servicios-estad-sticos--financieros-y-bancarios~.html
4d,41,"Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte",4121,Empleados de control de abastecimientos e inventario,,,25072,8001,4429,5,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4121-Empleados-de-control-de-abastecimientos-e-inventario~.html
4d,41,"Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte",4122,Empleados de oficina de servicios de apoyo a la producción,,,21587,9877,6281,9,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4122-Empleados-de-oficina-de-servicios-de-apoyo-a-la-producci-n~.html
4d,41,"Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte",4123,Empleados de logística y transporte de pasajeros y mercancías,,,57747,3793,2157,7,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4123-Empleados-de-log-stica-y-transporte-de-pasajeros-y-mercanc-as~.html
4d,42,"Empleados de bibliotecas, servicios de correos y afines",4210,Empleados de bibliotecas y archivos,,,2882,3455,2140,5,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4210-Empleados-de-bibliotecas-y-archivos~.html
4d,42,"Empleados de bibliotecas, servicios de correos y afines",4221,Empleados de servicios de correos (excepto empleados de mostrador),,,52946,5425,3436,3,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4221-Empleados-de-servicios-de-correos--excepto-empleados-de-mostrador-~.html
4d,42,"Empleados de bibliotecas, servicios de correos y afines",4222,Codificadores y correctores de imprenta,,,229,374,238,10,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4222-Codificadores-y-correctores-de-imprenta~.html
4d,42,"Empleados de bibliotecas, servicios de correos y afines",4223,Empleados de servicio de personal,,,4004,395,251,9,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4223-Empleados-de-servicio-de-personal~.html
4d,43,Otros empleados administrativos sin tareas de atención al público,4301,Grabadores de datos,,,18116,6253,4085,10,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4301-Grabadores-de-datos~.html
4d,43,Otros empleados administrativos sin tareas de atención al público,4309,Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes,,,172234,281183,174195,9,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4309-Empleados-administrativos-sin-tareas-de-atenci-n-al-p-blico-no-clasificados-bajo-otros-ep-grafes~.html
4d,44,"Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)",4411,Empleados de información al usuario,,,24930,13122,7888,7,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4411-Empleados-de-informaci-n-al-usuario~.html
4d,44,"Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)",4412,Recepcionistas (excepto de hoteles),,,55286,43271,24977,6,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4412-Recepcionistas--excepto-de-hoteles-~.html
4d,44,"Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)",4421,Empleados de agencias de viajes,,,9708,5552,3249,8,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4421-Empleados-de-agencias-de-viajes~.html
4d,44,"Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)",4422,Recepcionistas de hoteles,,,38287,18067,7562,7,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4422-Recepcionistas-de-hoteles~.html
4d,44,"Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)",4423,Telefonistas,,,13624,6934,4272,9,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4423-Telefonistas~.html
4d,44,"Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)",4424,Teleoperadores,,,79873,11357,7187,9,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4424-Teleoperadores~.html
4d,44,"Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)",4430,Agentes de encuestas,,,10096,1484,734,9,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4430-Agentes-de-encuestas~.html
4d,44,"Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)",4441,Cajeros de bancos y afines,,,12708,3851,1051,7,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4441-Cajeros-de-bancos-y-afines~.html
4d,44,"Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)",4442,Empleados de venta de apuestas,,,6274,1835,1104,3,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4442-Empleados-de-venta-de-apuestas~.html
4d,44,"Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)",4443,Empleados de sala de juegos y afines,,,15003,1978,1269,4,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4443-Empleados-de-sala-de-juegos-y-afines~.html
4d,44,"Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)",4444,Empleados de casas de empeño y de préstamos,,,13,15,9,4,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4444-Empleados-de-casas-de-empe-o-y-de-pr-stamos~.html
4d,44,"Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)",4445,"Cobradores de facturas, deudas y empleados afines",,,758,247,145,8,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4445-Cobradores-de-facturas--deudas-y-empleados-afines~.html
4d,44,"Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y afines (excepto taquilleros)",4446,Empleados de mostrador de correos,,,27,382,231,5,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4446-Empleados-de-mostrador-de-correos~.html
4d,45,Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes,4500,Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes,,,298111,4816,2997,8,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_4500-Empleados-administrativos-con-tareas-de-atenci-n-al-p-blico-no-clasificados-bajo-otros-ep-grafes~.html
4d,50,Camareros y cocineros propietarios,5000,Camareros y cocineros propietarios,,,2829,1173,668,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5000-Camareros-y-cocineros-propietarios~.html
4d,51,Trabajadores asalariados de los servicios de restauración,5110,Cocineros asalariados,,,288632,72865,33961,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5110-Cocineros-asalariados~.html
4d,51,Trabajadores asalariados de los servicios de restauración,5120,Camareros asalariados,,,1558033,196215,94352,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5120-Camareros-asalariados~.html
4d,52,Dependientes en tiendas y almacenes,5210,Jefes de sección de tiendas y almacenes,,,14519,7398,4913,4,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5210-Jefes-de-secci-n-de-tiendas-y-almacenes~.html
4d,52,Dependientes en tiendas y almacenes,5220,Vendedores en tiendas y almacenes,,,795867,434585,269580,3,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5220-Vendedores-en-tiendas-y-almacenes~.html
4d,53,Comerciantes propietarios de tiendas,5300,Comerciantes propietarios de tiendas,,,114,690,451,4,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5300-Comerciantes-propietarios-de-tiendas~.html
4d,54,Vendedores (excepto en tiendas y almacenes),5411,Vendedores en quioscos,,,2925,484,291,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5411-Vendedores-en-quioscos~.html
4d,54,Vendedores (excepto en tiendas y almacenes),5412,Vendedores en mercados ocasionales y mercadillos,,,9604,3286,2390,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5412-Vendedores-en-mercados-ocasionales-y-mercadillos~.html
4d,54,Vendedores (excepto en tiendas y almacenes),5420,Operadores de telemarketing,,,23632,2037,1316,9,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5420-Operadores-de-telemarketing~.html
4d,54,Vendedores (excepto en tiendas y almacenes),5430,Expendedores de gasolineras,,,31575,5342,3134,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5430-Expendedores-de-gasolineras~.html
4d,54,Vendedores (excepto en tiendas y almacenes),5491,Vendedores a domicilio,,,2593,133,84,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5491-Vendedores-a-domicilio~.html
4d,54,Vendedores (excepto en tiendas y almacenes),5492,Promotores de venta,,,69867,2136,1417,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5492-Promotores-de-venta~.html
4d,54,Vendedores (excepto en tiendas y almacenes),5493,"Modelos de moda, arte y publicidad",,,6282,182,114,8,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5493-Modelos-de-moda--arte-y-publicidad~.html
4d,54,Vendedores (excepto en tiendas y almacenes),5499,Vendedores no clasificados bajo otros epígrafes,,,29578,519,322,5,7,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5499-Vendedores-no-clasificados-bajo-otros-ep-grafes~.html
4d,55,Cajeros y taquilleros (excepto bancos),5500,Cajeros y taquilleros (excepto bancos),,,114471,53191,32049,5,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5500-Cajeros-y-taquilleros--excepto-bancos-~.html
4d,56,Trabajadores de los cuidados a las personas en servicios de salud,5611,Auxiliares de enfermería hospitalaria,,,212031,43372,25067,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5611-Auxiliares-de-enfermer-a-hospitalaria~.html
4d,56,Trabajadores de los cuidados a las personas en servicios de salud,5612,Auxiliares de enfermería de atención primaria,,,40853,2158,1362,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5612-Auxiliares-de-enfermer-a-de-atenci-n-primaria~.html
4d,56,Trabajadores de los cuidados a las personas en servicios de salud,5621,Técnicos auxiliares de farmacia,,,27569,6821,4482,4,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5621-T-cnicos-auxiliares-de-farmacia~.html
4d,56,Trabajadores de los cuidados a las personas en servicios de salud,5622,Técnicos de emergencias sanitarias,,,17996,1432,751,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5622-T-cnicos-de-emergencias-sanitarias~.html
4d,56,Trabajadores de los cuidados a las personas en servicios de salud,5629,Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes,,,149923,24501,13375,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5629-Trabajadores-de-los-cuidados-a-las-personas-en-servicios-de-salud-no-clasificados-bajo-otros-ep-grafes~.html
4d,57,Otros trabajadores de los cuidados a las personas,5710,Trabajadores de los cuidados personales a domicilio,,,179071,25602,13827,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5710-Trabajadores-de-los-cuidados-personales-a-domicilio~.html
4d,57,Otros trabajadores de los cuidados a las personas,5721,Cuidadores de niños en guarderías y centros educativos,,,160116,35244,17035,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5721-Cuidadores-de-ni-os-en-guarder-as-y-centros-educativos~.html
4d,57,Otros trabajadores de los cuidados a las personas,5722,Cuidadores de niños en domicilios,,,1005,19223,11622,0,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5722-Cuidadores-de-ni-os-en-domicilios~.html
4d,58,Trabajadores de los servicios personales,5811,Peluqueros,,,34328,42010,27612,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5811-Peluqueros~.html
4d,58,Trabajadores de los servicios personales,5812,"Especialistas en tratamientos de estética, bienestar y afines",,,41252,23668,15441,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5812-Especialistas-en-tratamientos-de-est-tica--bienestar-y-afines~.html
4d,58,Trabajadores de los servicios personales,5821,"Auxiliares de vuelo y camareros de avión, barco y tren",,,7470,2239,1050,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5821-Auxiliares-de-vuelo-y-camareros-de-avi-n--barco-y-tren~.html
4d,58,Trabajadores de los servicios personales,5822,Revisores y cobradores de transporte terrestre,,,2038,156,80,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5822-Revisores-y-cobradores-de-transporte-terrestre~.html
4d,58,Trabajadores de los servicios personales,5823,Acompañantes turísticos,,,2875,591,262,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5823-Acompa-antes-tur-sticos~.html
4d,58,Trabajadores de los servicios personales,5824,Azafatos de tierra,,,51553,2214,1171,4,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5824-Azafatos-de-tierra~.html
4d,58,Trabajadores de los servicios personales,5825,Guías de turismo,,,10727,4464,2039,4,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5825-Gu-as-de-turismo~.html
4d,58,Trabajadores de los servicios personales,5831,"Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos",,,17681,2197,828,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5831-Supervisores-de-mantenimiento-y-limpieza-en-oficinas--hoteles-y-otros-establecimientos~.html
4d,58,Trabajadores de los servicios personales,5832,Mayordomos del servicio doméstico,,,123,31,18,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5832-Mayordomos-del-servicio-dom-stico~.html
4d,58,Trabajadores de los servicios personales,5833,Conserjes de edificios,,,61775,45799,22830,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5833-Conserjes-de-edificios~.html
4d,58,Trabajadores de los servicios personales,5840,Trabajadores propietarios de pequeños alojamientos,,,31,24,15,3,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5840-Trabajadores-propietarios-de-peque-os-alojamientos~.html
